mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_rf__class_weight,param_rf__max_depth,param_rf__max_features,param_rf__min_samples_leaf,param_rf__min_samples_split,param_rf__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.7460057258605957,0.20373411716325174,0.03671622276306152,0.005759570916336769,,,sqrt,1,2,300,"{'rf__class_weight': None, 'rf__max_depth': None, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 2, 'rf__n_estimators': 300}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
1.2645423412322998,0.03968727919521714,0.062382078170776366,0.004482066293441798,balanced_subsample,6,sqrt,5,10,300,"{'rf__class_weight': 'balanced_subsample', 'rf__max_depth': 6, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 5, 'rf__min_samples_split': 10, 'rf__n_estimators': 300}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
3.3238804817199705,0.08581026450070302,0.13599705696105957,0.004951909491606757,balanced_subsample,6,sqrt,5,5,800,"{'rf__class_weight': 'balanced_subsample', 'rf__max_depth': 6, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 5, 'rf__min_samples_split': 5, 'rf__n_estimators': 800}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
2.067743921279907,0.059482958742193795,0.0866485595703125,0.007558991724245933,balanced_subsample,6,sqrt,5,5,500,"{'rf__class_weight': 'balanced_subsample', 'rf__max_depth': 6, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 5, 'rf__min_samples_split': 5, 'rf__n_estimators': 500}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
1.2381312370300293,0.0416087569495541,0.05801243782043457,0.006110645018424649,balanced_subsample,6,sqrt,5,5,300,"{'rf__class_weight': 'balanced_subsample', 'rf__max_depth': 6, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 5, 'rf__min_samples_split': 5, 'rf__n_estimators': 300}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
3.3725258827209474,0.10033998058323826,0.12971582412719726,0.007971306246481399,balanced_subsample,6,sqrt,5,2,800,"{'rf__class_weight': 'balanced_subsample', 'rf__max_depth': 6, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 5, 'rf__min_samples_split': 2, 'rf__n_estimators': 800}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
2.1273989200592043,0.054914280554883545,0.08595685958862305,0.011565026142201144,balanced_subsample,6,sqrt,5,2,500,"{'rf__class_weight': 'balanced_subsample', 'rf__max_depth': 6, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 5, 'rf__min_samples_split': 2, 'rf__n_estimators': 500}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
1.3014040470123291,0.046777578606507005,0.05614185333251953,0.005851540659429612,balanced_subsample,6,sqrt,5,2,300,"{'rf__class_weight': 'balanced_subsample', 'rf__max_depth': 6, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 5, 'rf__min_samples_split': 2, 'rf__n_estimators': 300}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
3.289467620849609,0.08648442606546279,0.12904715538024902,0.0073861767446220285,balanced_subsample,6,sqrt,2,10,800,"{'rf__class_weight': 'balanced_subsample', 'rf__max_depth': 6, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 2, 'rf__min_samples_split': 10, 'rf__n_estimators': 800}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
2.03443865776062,0.04730630630648127,0.08836908340454101,0.003874529234452631,balanced_subsample,6,sqrt,2,10,500,"{'rf__class_weight': 'balanced_subsample', 'rf__max_depth': 6, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 2, 'rf__min_samples_split': 10, 'rf__n_estimators': 500}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
1.2237465381622314,0.030363710973065682,0.059813737869262695,0.008047072853171869,balanced_subsample,6,sqrt,2,10,300,"{'rf__class_weight': 'balanced_subsample', 'rf__max_depth': 6, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 2, 'rf__min_samples_split': 10, 'rf__n_estimators': 300}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
3.3625510215759276,0.0688578264368998,0.12382287979125976,0.01468662482138454,balanced_subsample,6,sqrt,2,5,800,"{'rf__class_weight': 'balanced_subsample', 'rf__max_depth': 6, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 2, 'rf__min_samples_split': 5, 'rf__n_estimators': 800}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
2.0702178955078123,0.06907206462440998,0.08775596618652344,0.0060729186085646475,balanced_subsample,6,sqrt,2,5,500,"{'rf__class_weight': 'balanced_subsample', 'rf__max_depth': 6, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 2, 'rf__min_samples_split': 5, 'rf__n_estimators': 500}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
1.2754141807556152,0.045115509338347605,0.056751441955566403,0.007142698541721184,balanced_subsample,6,sqrt,2,5,300,"{'rf__class_weight': 'balanced_subsample', 'rf__max_depth': 6, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 2, 'rf__min_samples_split': 5, 'rf__n_estimators': 300}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
3.331910181045532,0.10445485310377842,0.12838101387023926,0.007050695138679455,balanced_subsample,6,sqrt,2,2,800,"{'rf__class_weight': 'balanced_subsample', 'rf__max_depth': 6, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 2, 'rf__min_samples_split': 2, 'rf__n_estimators': 800}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
2.0563811302185058,0.05265637757906501,0.0802199363708496,0.008457169216861312,balanced_subsample,6,sqrt,2,2,500,"{'rf__class_weight': 'balanced_subsample', 'rf__max_depth': 6, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 2, 'rf__min_samples_split': 2, 'rf__n_estimators': 500}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
1.2453437805175782,0.03368867816534358,0.05737886428833008,0.006379869865615925,balanced_subsample,6,sqrt,2,2,300,"{'rf__class_weight': 'balanced_subsample', 'rf__max_depth': 6, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 2, 'rf__min_samples_split': 2, 'rf__n_estimators': 300}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
3.2836843967437743,0.09342847750225389,0.12089595794677735,0.010210957990495156,balanced_subsample,6,sqrt,1,10,800,"{'rf__class_weight': 'balanced_subsample', 'rf__max_depth': 6, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 10, 'rf__n_estimators': 800}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
2.052592945098877,0.06914869004189242,0.08147978782653809,0.007770953052635555,balanced_subsample,6,sqrt,1,10,500,"{'rf__class_weight': 'balanced_subsample', 'rf__max_depth': 6, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 10, 'rf__n_estimators': 500}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
1.2741291046142578,0.03431565351525301,0.06155319213867187,0.009107645525686455,balanced_subsample,6,sqrt,1,10,300,"{'rf__class_weight': 'balanced_subsample', 'rf__max_depth': 6, 'rf__max_features': 'sqrt', 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 10, 'rf__n_estimators': 300}",1.0,1.0,1.0,1.0,1.0,1.0,0.0,1
